id,keyword,category,intent,estimated_monthly_search_volume,competition,commercial_value_1_5,suggested_page_type,priority_cluster,notes
3197,how to ship factory equipment from china to morocco by air,Informational keywords,Learn / validate requirement,250,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3198,how to ship power generators from china to morocco by air,Informational keywords,Learn / validate requirement,290,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3199,how to ship steel structure from china to morocco by air,Informational keywords,Learn / validate requirement,320,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3200,how to ship exhibition cargo from china to morocco by air,Informational keywords,Learn / validate requirement,170,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3201,how to ship machinery from china to algeria by air,Informational keywords,Learn / validate requirement,210,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3202,how to ship oversized cargo from china to algeria by air,Informational keywords,Learn / validate requirement,230,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3203,how to ship project cargo from china to algeria by air,Informational keywords,Learn / validate requirement,270,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3204,how to ship lithium batteries from china to algeria by air,Informational keywords,Learn / validate requirement,300,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3205,how to ship electronics from china to algeria by air,Informational keywords,Learn / validate requirement,170,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3206,how to ship auto parts from china to algeria by air,Informational keywords,Learn / validate requirement,200,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3207,how to ship medical equipment from china to algeria by air,Informational keywords,Learn / validate requirement,240,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3208,how to ship pharma cargo from china to algeria by air,Informational keywords,Learn / validate requirement,280,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3209,how to ship textiles from china to algeria by air,Informational keywords,Learn / validate requirement,310,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3210,how to ship ecommerce cargo from china to algeria by air,Informational keywords,Learn / validate requirement,160,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3211,how to ship samples from china to algeria by air,Informational keywords,Learn / validate requirement,200,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3212,how to ship aircraft parts from china to algeria by air,Informational keywords,Learn / validate requirement,230,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3213,how to ship mining equipment from china to algeria by air,Informational keywords,Learn / validate requirement,260,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3214,how to ship oil and gas equipment from china to algeria by air,Informational keywords,Learn / validate requirement,290,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3215,how to ship solar panels from china to algeria by air,Informational keywords,Learn / validate requirement,160,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3216,how to ship ev parts from china to algeria by air,Informational keywords,Learn / validate requirement,190,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3217,how to ship telecom equipment from china to algeria by air,Informational keywords,Learn / validate requirement,230,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3218,how to ship construction equipment from china to algeria by air,Informational keywords,Learn / validate requirement,270,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3219,how to ship temperature controlled cargo from china to algeria by air,Informational keywords,Learn / validate requirement,300,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3220,how to ship dangerous goods from china to algeria by air,Informational keywords,Learn / validate requirement,140,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3221,how to ship fragile instruments from china to algeria by air,Informational keywords,Learn / validate requirement,190,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3222,how to ship factory equipment from china to algeria by air,Informational keywords,Learn / validate requirement,220,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3223,how to ship power generators from china to algeria by air,Informational keywords,Learn / validate requirement,260,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3224,how to ship steel structure from china to algeria by air,Informational keywords,Learn / validate requirement,300,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3225,how to ship exhibition cargo from china to algeria by air,Informational keywords,Learn / validate requirement,150,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3226,how to ship machinery from china to israel by air,Informational keywords,Learn / validate requirement,180,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3227,how to ship oversized cargo from china to israel by air,Informational keywords,Learn / validate requirement,210,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3228,how to ship project cargo from china to israel by air,Informational keywords,Learn / validate requirement,240,Medium,3,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3229,how to ship lithium batteries from china to israel by air,Informational keywords,Learn / validate requirement,280,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3230,how to ship electronics from china to israel by air,Informational keywords,Learn / validate requirement,140,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3231,how to ship auto parts from china to israel by air,Informational keywords,Learn / validate requirement,180,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3232,how to ship medical equipment from china to israel by air,Informational keywords,Learn / validate requirement,210,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3233,how to ship pharma cargo from china to israel by air,Informational keywords,Learn / validate requirement,250,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3234,how to ship textiles from china to israel by air,Informational keywords,Learn / validate requirement,290,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3235,how to ship ecommerce cargo from china to israel by air,Informational keywords,Learn / validate requirement,330,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3236,how to ship samples from china to israel by air,Informational keywords,Learn / validate requirement,170,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3237,how to ship aircraft parts from china to israel by air,Informational keywords,Learn / validate requirement,210,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3238,how to ship mining equipment from china to israel by air,Informational keywords,Learn / validate requirement,230,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
3239,how to ship oil and gas equipment from china to israel by air,Informational keywords,Learn / validate requirement,270,Medium,2,Article/FAQ,EASCargo core,"Model-estimated keyword seed. Validate volume with GSC, Ahrefs, Semrush or Google Ads before budget decisions."
